Station,Drainage,State,County,Quad,Reach,RM_Start,Locality,UTM_Zone,UTM_Easting,UTM_Northing,Date Collected,Sampling_Period,Effort m^2,NelsonNum,Family,Genus,Species,Species_Codes,SumOfSPEC,Project
RKD21-138,RIO GRANDE,NEW MEXICO,SOCORRO,Loma de las Canas,San Acacia,99.6,"Rio Grande, ca. 0.5 mi upstream of Socorro Low Flow Conveyance Channel bridge crossing, Socorro.",13,327231,3771432,10/5/2021,202110,555.75,212,Poeciliidae,Gambusia,affinis,GAMAFF,2,Hybognathus Amarus Population Monitoring
RKD21-139,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.1,"Rio Grande, ca. 1.5 mi downstream of San Acacia Diversion Dam, San Acacia.",13,325390,3790397,10/5/2021,202110,473.5,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,26,Hybognathus Amarus Population Monitoring
RKD21-139,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.1,"Rio Grande, ca. 1.5 mi downstream of San Acacia Diversion Dam, San Acacia.",13,325390,3790397,10/5/2021,202110,473.5,76,Cyprinidae,Hybognathus,amarus,HYBAMA,3,Hybognathus Amarus Population Monitoring
RKD21-139,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.1,"Rio Grande, ca. 1.5 mi downstream of San Acacia Diversion Dam, San Acacia.",13,325390,3790397,10/5/2021,202110,473.5,76,Cyprinidae,Platygobio,gracilis,PLAGRA,3,Hybognathus Amarus Population Monitoring
RKD21-139,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.1,"Rio Grande, ca. 1.5 mi downstream of San Acacia Diversion Dam, San Acacia.",13,325390,3790397,10/5/2021,202110,473.5,81,Catostomidae,Carpiodes,carpio,CARCAR,1,Hybognathus Amarus Population Monitoring
RKD21-139,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.1,"Rio Grande, ca. 1.5 mi downstream of San Acacia Diversion Dam, San Acacia.",13,325390,3790397,10/5/2021,202110,473.5,212,Poeciliidae,Gambusia,affinis,GAMAFF,4,Hybognathus Amarus Population Monitoring
RKD21-140,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/5/2021,202110,483.75,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,4,Hybognathus Amarus Population Monitoring
RKD21-140,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/5/2021,202110,483.75,76,Cyprinidae,Cyprinus,carpio,CYPCAR,1,Hybognathus Amarus Population Monitoring
RKD21-140,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/5/2021,202110,483.75,76,Cyprinidae,Platygobio,gracilis,PLAGRA,5,Hybognathus Amarus Population Monitoring
RKD21-140,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,115.6,"Rio Grande, just downstream of San Acacia Diversion Dam, San Acacia.",13,325960,3792183,10/5/2021,202110,483.75,212,Poeciliidae,Gambusia,affinis,GAMAFF,32,Hybognathus Amarus Population Monitoring
RKD21-141,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/5/2021,202110,574.85,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,5,Hybognathus Amarus Population Monitoring
RKD21-141,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/5/2021,202110,574.85,76,Cyprinidae,Cyprinus,carpio,CYPCAR,1,Hybognathus Amarus Population Monitoring
RKD21-141,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/5/2021,202110,574.85,76,Cyprinidae,Pimephales,promelas,PIMPRO,2,Hybognathus Amarus Population Monitoring
RKD21-141,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/5/2021,202110,574.85,76,Cyprinidae,Platygobio,gracilis,PLAGRA,16,Hybognathus Amarus Population Monitoring
RKD21-141,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,117.3,"Rio Grande, ca. 1.2 mi upstream of San Acacia Diversion Dam, San Acacia.",13,328152,3792564,10/5/2021,202110,574.85,212,Poeciliidae,Gambusia,affinis,GAMAFF,2,Hybognathus Amarus Population Monitoring
RKD21-142,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/6/2021,202110,503.3,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,802,Hybognathus Amarus Population Monitoring
RKD21-142,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/6/2021,202110,503.3,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,2,Hybognathus Amarus Population Monitoring
RKD21-142,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/6/2021,202110,503.3,212,Poeciliidae,Gambusia,affinis,GAMAFF,145,Hybognathus Amarus Population Monitoring
RKD21-142,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,126.8,"Rio Grande, ca. 3.7 mi downstream of US HWY 60 bridge crossing, Bernardo.",13,330946,3805307,10/6/2021,202110,503.3,294,Centrarchidae,Micropterus,salmoides,MICSAL,1,Hybognathus Amarus Population Monitoring
RKD21-143,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,130.6,"Rio Grande, at US HWY 60 bridge crossing, Bernardo.",13,334578,3809921,10/6/2021,202110,496.05,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,234,Hybognathus Amarus Population Monitoring
RKD21-143,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,130.6,"Rio Grande, at US HWY 60 bridge crossing, Bernardo.",13,334578,3809921,10/6/2021,202110,496.05,76,Cyprinidae,Pimephales,promelas,PIMPRO,3,Hybognathus Amarus Population Monitoring
RKD21-143,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,130.6,"Rio Grande, at US HWY 60 bridge crossing, Bernardo.",13,334578,3809921,10/6/2021,202110,496.05,81,Catostomidae,Carpiodes,carpio,CARCAR,2,Hybognathus Amarus Population Monitoring
RKD21-143,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,130.6,"Rio Grande, at US HWY 60 bridge crossing, Bernardo.",13,334578,3809921,10/6/2021,202110,496.05,93,Ictaluridae,Ameiurus,natalis,AMENAT,1,Hybognathus Amarus Population Monitoring
RKD21-143,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,130.6,"Rio Grande, at US HWY 60 bridge crossing, Bernardo.",13,334578,3809921,10/6/2021,202110,496.05,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,6,Hybognathus Amarus Population Monitoring
RKD21-143,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,130.6,"Rio Grande, at US HWY 60 bridge crossing, Bernardo.",13,334578,3809921,10/6/2021,202110,496.05,212,Poeciliidae,Gambusia,affinis,GAMAFF,91,Hybognathus Amarus Population Monitoring
RKD21-144,RIO GRANDE,NEW MEXICO,VALENCIA,Veguita,Isleta,143.2,"Rio Grande, ca. 2.2 mi upstream of NM State HWY 346 bridge crossing, Jarales.",13,338020,3827545,10/6/2021,202110,519.5,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,964,Hybognathus Amarus Population Monitoring
RKD21-144,RIO GRANDE,NEW MEXICO,VALENCIA,Veguita,Isleta,143.2,"Rio Grande, ca. 2.2 mi upstream of NM State HWY 346 bridge crossing, Jarales.",13,338020,3827545,10/6/2021,202110,519.5,76,Cyprinidae,Pimephales,promelas,PIMPRO,2,Hybognathus Amarus Population Monitoring
RKD21-144,RIO GRANDE,NEW MEXICO,VALENCIA,Veguita,Isleta,143.2,"Rio Grande, ca. 2.2 mi upstream of NM State HWY 346 bridge crossing, Jarales.",13,338020,3827545,10/6/2021,202110,519.5,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,5,Hybognathus Amarus Population Monitoring
RKD21-144,RIO GRANDE,NEW MEXICO,VALENCIA,Veguita,Isleta,143.2,"Rio Grande, ca. 2.2 mi upstream of NM State HWY 346 bridge crossing, Jarales.",13,338020,3827545,10/6/2021,202110,519.5,212,Poeciliidae,Gambusia,affinis,GAMAFF,155,Hybognathus Amarus Population Monitoring
RKD21-145,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,150.8,"Rio Grande, ca. 1.0 mi upstream of NM State HWY 309 bridge crossing, Belen.",13,340105,3837722,10/6/2021,202110,480.35,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,459,Hybognathus Amarus Population Monitoring
RKD21-145,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,150.8,"Rio Grande, ca. 1.0 mi upstream of NM State HWY 309 bridge crossing, Belen.",13,340105,3837722,10/6/2021,202110,480.35,76,Cyprinidae,Pimephales,promelas,PIMPRO,7,Hybognathus Amarus Population Monitoring
RKD21-145,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,150.8,"Rio Grande, ca. 1.0 mi upstream of NM State HWY 309 bridge crossing, Belen.",13,340105,3837722,10/6/2021,202110,480.35,81,Catostomidae,Carpiodes,carpio,CARCAR,1,Hybognathus Amarus Population Monitoring
RKD21-145,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,150.8,"Rio Grande, ca. 1.0 mi upstream of NM State HWY 309 bridge crossing, Belen.",13,340105,3837722,10/6/2021,202110,480.35,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,5,Hybognathus Amarus Population Monitoring
RKD21-145,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,150.8,"Rio Grande, ca. 1.0 mi upstream of NM State HWY 309 bridge crossing, Belen.",13,340105,3837722,10/6/2021,202110,480.35,212,Poeciliidae,Gambusia,affinis,GAMAFF,398,Hybognathus Amarus Population Monitoring
RKD21-146,RIO GRANDE,NEW MEXICO,VALENCIA,Los Lunas,Isleta,161.7,"Rio Grande, just upstream of NM State HWY 6 bridge crossing, Los Lunas.",13,343149,3853187,10/6/2021,202110,511.45,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,176,Hybognathus Amarus Population Monitoring
RKD21-146,RIO GRANDE,NEW MEXICO,VALENCIA,Los Lunas,Isleta,161.7,"Rio Grande, just upstream of NM State HWY 6 bridge crossing, Los Lunas.",13,343149,3853187,10/6/2021,202110,511.45,76,Cyprinidae,Hybognathus,amarus,HYBAMA,1,Hybognathus Amarus Population Monitoring
RKD21-146,RIO GRANDE,NEW MEXICO,VALENCIA,Los Lunas,Isleta,161.7,"Rio Grande, just upstream of NM State HWY 6 bridge crossing, Los Lunas.",13,343149,3853187,10/6/2021,202110,511.45,76,Cyprinidae,Pimephales,promelas,PIMPRO,2,Hybognathus Amarus Population Monitoring
RKD21-146,RIO GRANDE,NEW MEXICO,VALENCIA,Los Lunas,Isleta,161.7,"Rio Grande, just upstream of NM State HWY 6 bridge crossing, Los Lunas.",13,343149,3853187,10/6/2021,202110,511.45,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,26,Hybognathus Amarus Population Monitoring
RKD21-146,RIO GRANDE,NEW MEXICO,VALENCIA,Los Lunas,Isleta,161.7,"Rio Grande, just upstream of NM State HWY 6 bridge crossing, Los Lunas.",13,343149,3853187,10/6/2021,202110,511.45,212,Poeciliidae,Gambusia,affinis,GAMAFF,29,Hybognathus Amarus Population Monitoring
RKD21-147,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.4,"Rio Grande, at Rio Bravo Blvd. bridge crossing (NM State HWY 500), Albuquerque.",13,347468,3877400,10/7/2021,202110,505.75,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,18,Hybognathus Amarus Population Monitoring
RKD21-147,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.4,"Rio Grande, at Rio Bravo Blvd. bridge crossing (NM State HWY 500), Albuquerque.",13,347468,3877400,10/7/2021,202110,505.75,76,Cyprinidae,Hybognathus,amarus,HYBAMA,1,Hybognathus Amarus Population Monitoring
RKD21-147,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.4,"Rio Grande, at Rio Bravo Blvd. bridge crossing (NM State HWY 500), Albuquerque.",13,347468,3877400,10/7/2021,202110,505.75,76,Cyprinidae,Pimephales,promelas,PIMPRO,3,Hybognathus Amarus Population Monitoring
RKD21-147,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.4,"Rio Grande, at Rio Bravo Blvd. bridge crossing (NM State HWY 500), Albuquerque.",13,347468,3877400,10/7/2021,202110,505.75,76,Cyprinidae,Platygobio,gracilis,PLAGRA,8,Hybognathus Amarus Population Monitoring
RKD21-147,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.4,"Rio Grande, at Rio Bravo Blvd. bridge crossing (NM State HWY 500), Albuquerque.",13,347468,3877400,10/7/2021,202110,505.75,81,Catostomidae,Catostomus,commersonii,CATCOM,1,Hybognathus Amarus Population Monitoring
RKD21-147,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.4,"Rio Grande, at Rio Bravo Blvd. bridge crossing (NM State HWY 500), Albuquerque.",13,347468,3877400,10/7/2021,202110,505.75,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,9,Hybognathus Amarus Population Monitoring
RKD21-147,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.4,"Rio Grande, at Rio Bravo Blvd. bridge crossing (NM State HWY 500), Albuquerque.",13,347468,3877400,10/7/2021,202110,505.75,212,Poeciliidae,Gambusia,affinis,GAMAFF,16,Hybognathus Amarus Population Monitoring
RKD21-148,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Ave. bridge crossing (US HWY 66), Albuquerque.",13,346719,3884331,10/7/2021,202110,519.45,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,54,Hybognathus Amarus Population Monitoring
RKD21-148,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Ave. bridge crossing (US HWY 66), Albuquerque.",13,346719,3884331,10/7/2021,202110,519.45,76,Cyprinidae,Pimephales,promelas,PIMPRO,4,Hybognathus Amarus Population Monitoring
RKD21-148,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Ave. bridge crossing (US HWY 66), Albuquerque.",13,346719,3884331,10/7/2021,202110,519.45,76,Cyprinidae,Platygobio,gracilis,PLAGRA,9,Hybognathus Amarus Population Monitoring
RKD21-148,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Ave. bridge crossing (US HWY 66), Albuquerque.",13,346719,3884331,10/7/2021,202110,519.45,81,Catostomidae,Carpiodes,carpio,CARCAR,1,Hybognathus Amarus Population Monitoring
RKD21-148,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Ave. bridge crossing (US HWY 66), Albuquerque.",13,346719,3884331,10/7/2021,202110,519.45,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,21,Hybognathus Amarus Population Monitoring
RKD21-148,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Ave. bridge crossing (US HWY 66), Albuquerque.",13,346719,3884331,10/7/2021,202110,519.45,212,Poeciliidae,Gambusia,affinis,GAMAFF,12,Hybognathus Amarus Population Monitoring
RKD21-149,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,10/7/2021,202110,454.7,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,54,Hybognathus Amarus Population Monitoring
RKD21-149,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,10/7/2021,202110,454.7,76,Cyprinidae,Pimephales,promelas,PIMPRO,9,Hybognathus Amarus Population Monitoring
RKD21-149,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,10/7/2021,202110,454.7,76,Cyprinidae,Platygobio,gracilis,PLAGRA,5,Hybognathus Amarus Population Monitoring
RKD21-149,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,10/7/2021,202110,454.7,76,Cyprinidae,Rhinichthys,cataractae,RHICAT,77,Hybognathus Amarus Population Monitoring
RKD21-149,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,10/7/2021,202110,454.7,81,Catostomidae,Catostomus,commersonii,CATCOM,1,Hybognathus Amarus Population Monitoring
RKD21-149,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,10/7/2021,202110,454.7,93,Ictaluridae,Ameiurus,natalis,AMENAT,3,Hybognathus Amarus Population Monitoring
RKD21-149,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,10/7/2021,202110,454.7,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,13,Hybognathus Amarus Population Monitoring
RKD21-149,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.9,"Rio Grande, just downstream of Angostura Diversion Dam, Algodones.",13,363665,3916331,10/7/2021,202110,454.7,212,Poeciliidae,Gambusia,affinis,GAMAFF,119,Hybognathus Amarus Population Monitoring
RKD21-150,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.9,"Rio Grande, at US HWY 550 bridge crossing, Bernalillo.",13,358457,3909887,10/7/2021,202110,497.8,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,52,Hybognathus Amarus Population Monitoring
RKD21-150,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.9,"Rio Grande, at US HWY 550 bridge crossing, Bernalillo.",13,358457,3909887,10/7/2021,202110,497.8,76,Cyprinidae,Pimephales,promelas,PIMPRO,2,Hybognathus Amarus Population Monitoring
RKD21-150,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.9,"Rio Grande, at US HWY 550 bridge crossing, Bernalillo.",13,358457,3909887,10/7/2021,202110,497.8,76,Cyprinidae,Platygobio,gracilis,PLAGRA,51,Hybognathus Amarus Population Monitoring
RKD21-150,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.9,"Rio Grande, at US HWY 550 bridge crossing, Bernalillo.",13,358457,3909887,10/7/2021,202110,497.8,76,Cyprinidae,Rhinichthys,cataractae,RHICAT,118,Hybognathus Amarus Population Monitoring
RKD21-150,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.9,"Rio Grande, at US HWY 550 bridge crossing, Bernalillo.",13,358457,3909887,10/7/2021,202110,497.8,81,Catostomidae,Catostomus,commersonii,CATCOM,1,Hybognathus Amarus Population Monitoring
RKD21-150,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.9,"Rio Grande, at US HWY 550 bridge crossing, Bernalillo.",13,358457,3909887,10/7/2021,202110,497.8,93,Ictaluridae,Ameiurus,natalis,AMENAT,3,Hybognathus Amarus Population Monitoring
RKD21-150,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.9,"Rio Grande, at US HWY 550 bridge crossing, Bernalillo.",13,358457,3909887,10/7/2021,202110,497.8,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,3,Hybognathus Amarus Population Monitoring
RKD21-150,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.9,"Rio Grande, at US HWY 550 bridge crossing, Bernalillo.",13,358457,3909887,10/7/2021,202110,497.8,212,Poeciliidae,Gambusia,affinis,GAMAFF,18,Hybognathus Amarus Population Monitoring
RKD21-151,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,10/7/2021,202110,521,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,68,Hybognathus Amarus Population Monitoring
RKD21-151,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,10/7/2021,202110,521,76,Cyprinidae,Pimephales,promelas,PIMPRO,1,Hybognathus Amarus Population Monitoring
RKD21-151,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,10/7/2021,202110,521,76,Cyprinidae,Platygobio,gracilis,PLAGRA,4,Hybognathus Amarus Population Monitoring
RKD21-151,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,10/7/2021,202110,521,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,40,Hybognathus Amarus Population Monitoring
RKD21-151,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,199.9,"Rio Grande, ca. 4.0 mi downstream of US HWY 550 bridge crossing, Rio Rancho.",13,354728,3905587,10/7/2021,202110,521,212,Poeciliidae,Gambusia,affinis,GAMAFF,11,Hybognathus Amarus Population Monitoring
RKD21-152,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,106.3,"Rio Grande, ca. 2.1 mi upstream of Pueblitos Rd. bridge crossing, Lemitar.",13,326666,3780246,10/11/2021,202110,525.75,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,15,Hybognathus Amarus Population Monitoring
RKD21-152,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,106.3,"Rio Grande, ca. 2.1 mi upstream of Pueblitos Rd. bridge crossing, Lemitar.",13,326666,3780246,10/11/2021,202110,525.75,76,Cyprinidae,Cyprinus,carpio,CYPCAR,2,Hybognathus Amarus Population Monitoring
RKD21-152,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,106.3,"Rio Grande, ca. 2.1 mi upstream of Pueblitos Rd. bridge crossing, Lemitar.",13,326666,3780246,10/11/2021,202110,525.75,76,Cyprinidae,Platygobio,gracilis,PLAGRA,10,Hybognathus Amarus Population Monitoring
RKD21-152,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,106.3,"Rio Grande, ca. 2.1 mi upstream of Pueblitos Rd. bridge crossing, Lemitar.",13,326666,3780246,10/11/2021,202110,525.75,212,Poeciliidae,Gambusia,affinis,GAMAFF,1,Hybognathus Amarus Population Monitoring
RKD21-153,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,120.,"Rio Grande, ca. 1.4 mi upstream of the Rio Salado confluence, San Acacia.",13,330550,3795050,10/11/2021,202110,495.7,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,67,Hybognathus Amarus Population Monitoring
RKD21-153,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,120.,"Rio Grande, ca. 1.4 mi upstream of the Rio Salado confluence, San Acacia.",13,330550,3795050,10/11/2021,202110,495.7,212,Poeciliidae,Gambusia,affinis,GAMAFF,130,Hybognathus Amarus Population Monitoring
RKD21-154,RIO GRANDE,NEW MEXICO,SOCORRO,Veguita,Isleta,137.,"Rio Grande, ca. 3.8 mi downstream of NM State HWY 346 bridge crossing, Jarales.",13,335506,3819543,10/11/2021,202110,541.15,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,826,Hybognathus Amarus Population Monitoring
RKD21-154,RIO GRANDE,NEW MEXICO,SOCORRO,Veguita,Isleta,137.,"Rio Grande, ca. 3.8 mi downstream of NM State HWY 346 bridge crossing, Jarales.",13,335506,3819543,10/11/2021,202110,541.15,76,Cyprinidae,Hybognathus,amarus,HYBAMA,3,Hybognathus Amarus Population Monitoring
RKD21-154,RIO GRANDE,NEW MEXICO,SOCORRO,Veguita,Isleta,137.,"Rio Grande, ca. 3.8 mi downstream of NM State HWY 346 bridge crossing, Jarales.",13,335506,3819543,10/11/2021,202110,541.15,76,Cyprinidae,Pimephales,promelas,PIMPRO,2,Hybognathus Amarus Population Monitoring
RKD21-154,RIO GRANDE,NEW MEXICO,SOCORRO,Veguita,Isleta,137.,"Rio Grande, ca. 3.8 mi downstream of NM State HWY 346 bridge crossing, Jarales.",13,335506,3819543,10/11/2021,202110,541.15,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,2,Hybognathus Amarus Population Monitoring
RKD21-154,RIO GRANDE,NEW MEXICO,SOCORRO,Veguita,Isleta,137.,"Rio Grande, ca. 3.8 mi downstream of NM State HWY 346 bridge crossing, Jarales.",13,335506,3819543,10/11/2021,202110,541.15,212,Poeciliidae,Gambusia,affinis,GAMAFF,28,Hybognathus Amarus Population Monitoring
RKD21-155,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,156.,"Rio Grande, ca. 6.5 mi upstream of NM State HWY 309 bridge crossing, Belen.",13,340512,3845124,10/12/2021,202110,466.5,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,183,Hybognathus Amarus Population Monitoring
RKD21-155,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,156.,"Rio Grande, ca. 6.5 mi upstream of NM State HWY 309 bridge crossing, Belen.",13,340512,3845124,10/12/2021,202110,466.5,76,Cyprinidae,Pimephales,promelas,PIMPRO,3,Hybognathus Amarus Population Monitoring
RKD21-155,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,156.,"Rio Grande, ca. 6.5 mi upstream of NM State HWY 309 bridge crossing, Belen.",13,340512,3845124,10/12/2021,202110,466.5,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,2,Hybognathus Amarus Population Monitoring
