Station,Drainage,State,County,Quad,Reach,RM_Start,Locality,UTM_Zone,UTM_Easting,UTM_Northing,Date Collected,Sampling_Period,Effort m^2,NelsonNum,Family,Genus,Species,Species_Codes,SumOfSPEC,Project
RKD10-148,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.8,"Rio Grande, ca. 10 mi downstream of the San Marcial railroad bridge crossing",13S,307846,3716150,9/30/2010,201010,634.6,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,12,Hybognathus Amarus Population Monitoring
RKD10-148,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.8,"Rio Grande, ca. 10 mi downstream of the San Marcial railroad bridge crossing",13S,307846,3716150,9/30/2010,201010,634.6,76,Cyprinidae,Platygobio,gracilis,PLAGRA,3,Hybognathus Amarus Population Monitoring
RKD10-148,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.8,"Rio Grande, ca. 10 mi downstream of the San Marcial railroad bridge crossing",13S,307846,3716150,9/30/2010,201010,634.6,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,5,Hybognathus Amarus Population Monitoring
RKD10-149,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.5,"Rio Grande, ca. 8 miles downstream of the San Marcial railroad bridge crossing",13S,309487,3718178,9/30/2010,201010,597.8,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,111,Hybognathus Amarus Population Monitoring
RKD10-149,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.5,"Rio Grande, ca. 8 miles downstream of the San Marcial railroad bridge crossing",13S,309487,3718178,9/30/2010,201010,597.8,76,Cyprinidae,Cyprinus,carpio,CYPCAR,1,Hybognathus Amarus Population Monitoring
RKD10-149,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.5,"Rio Grande, ca. 8 miles downstream of the San Marcial railroad bridge crossing",13S,309487,3718178,9/30/2010,201010,597.8,76,Cyprinidae,Hybognathus,amarus,HYBAMA,37,Hybognathus Amarus Population Monitoring
RKD10-149,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.5,"Rio Grande, ca. 8 miles downstream of the San Marcial railroad bridge crossing",13S,309487,3718178,9/30/2010,201010,597.8,76,Cyprinidae,Pimephales,promelas,PIMPRO,1,Hybognathus Amarus Population Monitoring
RKD10-149,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.5,"Rio Grande, ca. 8 miles downstream of the San Marcial railroad bridge crossing",13S,309487,3718178,9/30/2010,201010,597.8,76,Cyprinidae,Pimephales,vigilax,PIMVIG,1,Hybognathus Amarus Population Monitoring
RKD10-149,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.5,"Rio Grande, ca. 8 miles downstream of the San Marcial railroad bridge crossing",13S,309487,3718178,9/30/2010,201010,597.8,76,Cyprinidae,Platygobio,gracilis,PLAGRA,12,Hybognathus Amarus Population Monitoring
RKD10-149,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.5,"Rio Grande, ca. 8 miles downstream of the San Marcial railroad bridge crossing",13S,309487,3718178,9/30/2010,201010,597.8,81,Catostomidae,Carpiodes,carpio,CARCAR,1,Hybognathus Amarus Population Monitoring
RKD10-149,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.5,"Rio Grande, ca. 8 miles downstream of the San Marcial railroad bridge crossing",13S,309487,3718178,9/30/2010,201010,597.8,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,12,Hybognathus Amarus Population Monitoring
RKD10-149,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.5,"Rio Grande, ca. 8 miles downstream of the San Marcial railroad bridge crossing",13S,309487,3718178,9/30/2010,201010,597.8,212,Poeciliidae,Gambusia,affinis,GAMAFF,40,Hybognathus Amarus Population Monitoring
RKD10-150,RIO GRANDE,NEW MEXICO,SOCORRO,San Marcial,San Acacia,68.6,"Rio Grande, at San Marcial Railroad Bridge, San Marcial.",13S,315284,3728347,9/30/2010,201010,726.7,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,30,Hybognathus Amarus Population Monitoring
RKD10-150,RIO GRANDE,NEW MEXICO,SOCORRO,San Marcial,San Acacia,68.6,"Rio Grande, at San Marcial Railroad Bridge, San Marcial.",13S,315284,3728347,9/30/2010,201010,726.7,76,Cyprinidae,Hybognathus,amarus,HYBAMA,2,Hybognathus Amarus Population Monitoring
RKD10-150,RIO GRANDE,NEW MEXICO,SOCORRO,San Marcial,San Acacia,68.6,"Rio Grande, at San Marcial Railroad Bridge, San Marcial.",13S,315284,3728347,9/30/2010,201010,726.7,76,Cyprinidae,Pimephales,promelas,PIMPRO,1,Hybognathus Amarus Population Monitoring
RKD10-150,RIO GRANDE,NEW MEXICO,SOCORRO,San Marcial,San Acacia,68.6,"Rio Grande, at San Marcial Railroad Bridge, San Marcial.",13S,315284,3728347,9/30/2010,201010,726.7,76,Cyprinidae,Platygobio,gracilis,PLAGRA,2,Hybognathus Amarus Population Monitoring
RKD10-150,RIO GRANDE,NEW MEXICO,SOCORRO,San Marcial,San Acacia,68.6,"Rio Grande, at San Marcial Railroad Bridge, San Marcial.",13S,315284,3728347,9/30/2010,201010,726.7,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,2,Hybognathus Amarus Population Monitoring
RKD10-151,RIO GRANDE,NEW MEXICO,SOCORRO,San Antonio SE,San Acacia,79.1,"Rio Grande, directly east of Bosque del Apache National Wildlife Refuge Headquarters.",13S,327055,3740839,9/30/2010,201010,576.65,,,No Fish Collected,,NO FISH,,Hybognathus Amarus Population Monitoring
RKD10-152,RIO GRANDE,NEW MEXICO,SOCORRO,San Antonio,San Acacia,87.1,"Rio Grande, at US HWY 380 bridge crossing, San Antonio.",13S,328914,3754471,9/30/2010,201010,626.95,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,2,Hybognathus Amarus Population Monitoring
RKD10-152,RIO GRANDE,NEW MEXICO,SOCORRO,San Antonio,San Acacia,87.1,"Rio Grande, at US HWY 380 bridge crossing, San Antonio.",13S,328914,3754471,9/30/2010,201010,626.95,76,Cyprinidae,Hybognathus,amarus,HYBAMA,4,Hybognathus Amarus Population Monitoring
RKD10-152,RIO GRANDE,NEW MEXICO,SOCORRO,San Antonio,San Acacia,87.1,"Rio Grande, at US HWY 380 bridge crossing, San Antonio.",13S,328914,3754471,9/30/2010,201010,626.95,76,Cyprinidae,Platygobio,gracilis,PLAGRA,2,Hybognathus Amarus Population Monitoring
RKD10-152,RIO GRANDE,NEW MEXICO,SOCORRO,San Antonio,San Acacia,87.1,"Rio Grande, at US HWY 380 bridge crossing, San Antonio.",13S,328914,3754471,9/30/2010,201010,626.95,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,1,Hybognathus Amarus Population Monitoring
RKD10-152,RIO GRANDE,NEW MEXICO,SOCORRO,San Antonio,San Acacia,87.1,"Rio Grande, at US HWY 380 bridge crossing, San Antonio.",13S,328914,3754471,9/30/2010,201010,626.95,212,Poeciliidae,Gambusia,affinis,GAMAFF,9,Hybognathus Amarus Population Monitoring
RKD10-152,RIO GRANDE,NEW MEXICO,SOCORRO,San Antonio,San Acacia,87.1,"Rio Grande, at US HWY 380 bridge crossing, San Antonio.",13S,328914,3754471,9/30/2010,201010,626.95,294,Centrarchidae,Pomoxis,annularis,POMANN,1,Hybognathus Amarus Population Monitoring
RKD10-153,RIO GRANDE,NEW MEXICO,SOCORRO,San Antonio,San Acacia,91.7,"Rio Grande, ca. 4.0 miles upstream of U.S. 380 bridge crossing.",13S,328140,3761283,10/1/2010,201010,534.35,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,5,Hybognathus Amarus Population Monitoring
RKD10-153,RIO GRANDE,NEW MEXICO,SOCORRO,San Antonio,San Acacia,91.7,"Rio Grande, ca. 4.0 miles upstream of U.S. 380 bridge crossing.",13S,328140,3761283,10/1/2010,201010,534.35,76,Cyprinidae,Hybognathus,amarus,HYBAMA,23,Hybognathus Amarus Population Monitoring
RKD10-153,RIO GRANDE,NEW MEXICO,SOCORRO,San Antonio,San Acacia,91.7,"Rio Grande, ca. 4.0 miles upstream of U.S. 380 bridge crossing.",13S,328140,3761283,10/1/2010,201010,534.35,76,Cyprinidae,Platygobio,gracilis,PLAGRA,4,Hybognathus Amarus Population Monitoring
RKD10-153,RIO GRANDE,NEW MEXICO,SOCORRO,San Antonio,San Acacia,91.7,"Rio Grande, ca. 4.0 miles upstream of U.S. 380 bridge crossing.",13S,328140,3761283,10/1/2010,201010,534.35,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,1,Hybognathus Amarus Population Monitoring
RKD10-153,RIO GRANDE,NEW MEXICO,SOCORRO,San Antonio,San Acacia,91.7,"Rio Grande, ca. 4.0 miles upstream of U.S. 380 bridge crossing.",13S,328140,3761283,10/1/2010,201010,534.35,212,Poeciliidae,Gambusia,affinis,GAMAFF,3,Hybognathus Amarus Population Monitoring
RKD10-154,RIO GRANDE,NEW MEXICO,SOCORRO,Loma de las Canas,San Acacia,99.5,"Rio Grande, east of Socorro, 0.5 miles upstream of Socorro Low Flow Conveyance Channel bridge and east just upstream of Socorro Wastewater Treatment Plant, Socorro.",13S,327097,3771043,10/1/2010,201010,512.9,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,135,Hybognathus Amarus Population Monitoring
RKD10-154,RIO GRANDE,NEW MEXICO,SOCORRO,Loma de las Canas,San Acacia,99.5,"Rio Grande, east of Socorro, 0.5 miles upstream of Socorro Low Flow Conveyance Channel bridge and east just upstream of Socorro Wastewater Treatment Plant, Socorro.",13S,327097,3771043,10/1/2010,201010,512.9,76,Cyprinidae,Cyprinus,carpio,CYPCAR,1,Hybognathus Amarus Population Monitoring
RKD10-154,RIO GRANDE,NEW MEXICO,SOCORRO,Loma de las Canas,San Acacia,99.5,"Rio Grande, east of Socorro, 0.5 miles upstream of Socorro Low Flow Conveyance Channel bridge and east just upstream of Socorro Wastewater Treatment Plant, Socorro.",13S,327097,3771043,10/1/2010,201010,512.9,76,Cyprinidae,Hybognathus,amarus,HYBAMA,23,Hybognathus Amarus Population Monitoring
RKD10-154,RIO GRANDE,NEW MEXICO,SOCORRO,Loma de las Canas,San Acacia,99.5,"Rio Grande, east of Socorro, 0.5 miles upstream of Socorro Low Flow Conveyance Channel bridge and east just upstream of Socorro Wastewater Treatment Plant, Socorro.",13S,327097,3771043,10/1/2010,201010,512.9,76,Cyprinidae,Pimephales,promelas,PIMPRO,1,Hybognathus Amarus Population Monitoring
RKD10-154,RIO GRANDE,NEW MEXICO,SOCORRO,Loma de las Canas,San Acacia,99.5,"Rio Grande, east of Socorro, 0.5 miles upstream of Socorro Low Flow Conveyance Channel bridge and east just upstream of Socorro Wastewater Treatment Plant, Socorro.",13S,327097,3771043,10/1/2010,201010,512.9,76,Cyprinidae,Platygobio,gracilis,PLAGRA,42,Hybognathus Amarus Population Monitoring
RKD10-154,RIO GRANDE,NEW MEXICO,SOCORRO,Loma de las Canas,San Acacia,99.5,"Rio Grande, east of Socorro, 0.5 miles upstream of Socorro Low Flow Conveyance Channel bridge and east just upstream of Socorro Wastewater Treatment Plant, Socorro.",13S,327097,3771043,10/1/2010,201010,512.9,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,2,Hybognathus Amarus Population Monitoring
RKD10-154,RIO GRANDE,NEW MEXICO,SOCORRO,Loma de las Canas,San Acacia,99.5,"Rio Grande, east of Socorro, 0.5 miles upstream of Socorro Low Flow Conveyance Channel bridge and east just upstream of Socorro Wastewater Treatment Plant, Socorro.",13S,327097,3771043,10/1/2010,201010,512.9,212,Poeciliidae,Gambusia,affinis,GAMAFF,8,Hybognathus Amarus Population Monitoring
RKD10-155,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.6,"Rio Grande, ca. 1.5 miles downstream of San Acacia Diversion Dam, San Acacia.",13S,325263,3790442,10/1/2010,201010,578.2,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,24,Hybognathus Amarus Population Monitoring
RKD10-155,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.6,"Rio Grande, ca. 1.5 miles downstream of San Acacia Diversion Dam, San Acacia.",13S,325263,3790442,10/1/2010,201010,578.2,76,Cyprinidae,Platygobio,gracilis,PLAGRA,14,Hybognathus Amarus Population Monitoring
RKD10-155,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.6,"Rio Grande, ca. 1.5 miles downstream of San Acacia Diversion Dam, San Acacia.",13S,325263,3790442,10/1/2010,201010,578.2,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,5,Hybognathus Amarus Population Monitoring
RKD10-155,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.6,"Rio Grande, ca. 1.5 miles downstream of San Acacia Diversion Dam, San Acacia.",13S,325263,3790442,10/1/2010,201010,578.2,212,Poeciliidae,Gambusia,affinis,GAMAFF,8,Hybognathus Amarus Population Monitoring
RKD10-156,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,116.2,"Rio Grande, directly below San Acacia Diversion Dam, San Acacia.",13S,326162,3791977,10/1/2010,201010,379.8,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,86,Hybognathus Amarus Population Monitoring
RKD10-156,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,116.2,"Rio Grande, directly below San Acacia Diversion Dam, San Acacia.",13S,326162,3791977,10/1/2010,201010,379.8,76,Cyprinidae,Hybognathus,amarus,HYBAMA,7,Hybognathus Amarus Population Monitoring
RKD10-156,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,116.2,"Rio Grande, directly below San Acacia Diversion Dam, San Acacia.",13S,326162,3791977,10/1/2010,201010,379.8,76,Cyprinidae,Platygobio,gracilis,PLAGRA,18,Hybognathus Amarus Population Monitoring
RKD10-156,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,116.2,"Rio Grande, directly below San Acacia Diversion Dam, San Acacia.",13S,326162,3791977,10/1/2010,201010,379.8,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,2,Hybognathus Amarus Population Monitoring
RKD10-157,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,116.8,"Rio Grande, ca. 0.6 miles upstream of San Acacia Diversion Dam, San Acacia",13S,327902,3792603,10/1/2010,201010,546.9,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,10,Hybognathus Amarus Population Monitoring
RKD10-157,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,116.8,"Rio Grande, ca. 0.6 miles upstream of San Acacia Diversion Dam, San Acacia",13S,327902,3792603,10/1/2010,201010,546.9,76,Cyprinidae,Hybognathus,amarus,HYBAMA,5,Hybognathus Amarus Population Monitoring
RKD10-157,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,116.8,"Rio Grande, ca. 0.6 miles upstream of San Acacia Diversion Dam, San Acacia",13S,327902,3792603,10/1/2010,201010,546.9,76,Cyprinidae,Platygobio,gracilis,PLAGRA,211,Hybognathus Amarus Population Monitoring
RKD10-157,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,116.8,"Rio Grande, ca. 0.6 miles upstream of San Acacia Diversion Dam, San Acacia",13S,327902,3792603,10/1/2010,201010,546.9,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,3,Hybognathus Amarus Population Monitoring
RKD10-157,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,116.8,"Rio Grande, ca. 0.6 miles upstream of San Acacia Diversion Dam, San Acacia",13S,327902,3792603,10/1/2010,201010,546.9,212,Poeciliidae,Gambusia,affinis,GAMAFF,8,Hybognathus Amarus Population Monitoring
RKD10-158,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,127.,"Rio Grande, ca. 3.5 miles downstream of the US HWY 60 bridge crossing, Bernardo.",13S,331094,3805229,9/30/2010,201010,705.55,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,576,Hybognathus Amarus Population Monitoring
RKD10-158,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,127.,"Rio Grande, ca. 3.5 miles downstream of the US HWY 60 bridge crossing, Bernardo.",13S,331094,3805229,9/30/2010,201010,705.55,76,Cyprinidae,Hybognathus,amarus,HYBAMA,4,Hybognathus Amarus Population Monitoring
RKD10-158,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,127.,"Rio Grande, ca. 3.5 miles downstream of the US HWY 60 bridge crossing, Bernardo.",13S,331094,3805229,9/30/2010,201010,705.55,76,Cyprinidae,Pimephales,promelas,PIMPRO,35,Hybognathus Amarus Population Monitoring
RKD10-158,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,127.,"Rio Grande, ca. 3.5 miles downstream of the US HWY 60 bridge crossing, Bernardo.",13S,331094,3805229,9/30/2010,201010,705.55,76,Cyprinidae,Platygobio,gracilis,PLAGRA,2,Hybognathus Amarus Population Monitoring
RKD10-158,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,127.,"Rio Grande, ca. 3.5 miles downstream of the US HWY 60 bridge crossing, Bernardo.",13S,331094,3805229,9/30/2010,201010,705.55,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,14,Hybognathus Amarus Population Monitoring
RKD10-158,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,127.,"Rio Grande, ca. 3.5 miles downstream of the US HWY 60 bridge crossing, Bernardo.",13S,331094,3805229,9/30/2010,201010,705.55,212,Poeciliidae,Gambusia,affinis,GAMAFF,72,Hybognathus Amarus Population Monitoring
RKD10-159,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,130.6,"Rio Grande, at US HWY 60 bridge crossing, Bernardo.",13S,334604,3809726,9/30/2010,201010,602.9,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,110,Hybognathus Amarus Population Monitoring
RKD10-159,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,130.6,"Rio Grande, at US HWY 60 bridge crossing, Bernardo.",13S,334604,3809726,9/30/2010,201010,602.9,76,Cyprinidae,Cyprinus,carpio,CYPCAR,2,Hybognathus Amarus Population Monitoring
RKD10-159,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,130.6,"Rio Grande, at US HWY 60 bridge crossing, Bernardo.",13S,334604,3809726,9/30/2010,201010,602.9,76,Cyprinidae,Platygobio,gracilis,PLAGRA,1,Hybognathus Amarus Population Monitoring
RKD10-159,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,130.6,"Rio Grande, at US HWY 60 bridge crossing, Bernardo.",13S,334604,3809726,9/30/2010,201010,602.9,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,8,Hybognathus Amarus Population Monitoring
RKD10-159,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,130.6,"Rio Grande, at US HWY 60 bridge crossing, Bernardo.",13S,334604,3809726,9/30/2010,201010,602.9,212,Poeciliidae,Gambusia,affinis,GAMAFF,28,Hybognathus Amarus Population Monitoring
RKD10-160,RIO GRANDE,NEW MEXICO,VALENCIA,Veguita,Isleta,143.2,"Rio Grande, ca. 2.2 miles upstream of NM State HWY 346 bridge crossing, Jarales.",13S,338136,3827329,9/30/2010,201010,566.5,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,455,Hybognathus Amarus Population Monitoring
RKD10-160,RIO GRANDE,NEW MEXICO,VALENCIA,Veguita,Isleta,143.2,"Rio Grande, ca. 2.2 miles upstream of NM State HWY 346 bridge crossing, Jarales.",13S,338136,3827329,9/30/2010,201010,566.5,76,Cyprinidae,Hybognathus,amarus,HYBAMA,9,Hybognathus Amarus Population Monitoring
RKD10-160,RIO GRANDE,NEW MEXICO,VALENCIA,Veguita,Isleta,143.2,"Rio Grande, ca. 2.2 miles upstream of NM State HWY 346 bridge crossing, Jarales.",13S,338136,3827329,9/30/2010,201010,566.5,76,Cyprinidae,Pimephales,promelas,PIMPRO,8,Hybognathus Amarus Population Monitoring
RKD10-160,RIO GRANDE,NEW MEXICO,VALENCIA,Veguita,Isleta,143.2,"Rio Grande, ca. 2.2 miles upstream of NM State HWY 346 bridge crossing, Jarales.",13S,338136,3827329,9/30/2010,201010,566.5,76,Cyprinidae,Platygobio,gracilis,PLAGRA,1,Hybognathus Amarus Population Monitoring
RKD10-160,RIO GRANDE,NEW MEXICO,VALENCIA,Veguita,Isleta,143.2,"Rio Grande, ca. 2.2 miles upstream of NM State HWY 346 bridge crossing, Jarales.",13S,338136,3827329,9/30/2010,201010,566.5,81,Catostomidae,Carpiodes,carpio,CARCAR,1,Hybognathus Amarus Population Monitoring
RKD10-160,RIO GRANDE,NEW MEXICO,VALENCIA,Veguita,Isleta,143.2,"Rio Grande, ca. 2.2 miles upstream of NM State HWY 346 bridge crossing, Jarales.",13S,338136,3827329,9/30/2010,201010,566.5,93,Ictaluridae,Ameiurus,natalis,AMENAT,1,Hybognathus Amarus Population Monitoring
RKD10-160,RIO GRANDE,NEW MEXICO,VALENCIA,Veguita,Isleta,143.2,"Rio Grande, ca. 2.2 miles upstream of NM State HWY 346 bridge crossing, Jarales.",13S,338136,3827329,9/30/2010,201010,566.5,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,7,Hybognathus Amarus Population Monitoring
RKD10-160,RIO GRANDE,NEW MEXICO,VALENCIA,Veguita,Isleta,143.2,"Rio Grande, ca. 2.2 miles upstream of NM State HWY 346 bridge crossing, Jarales.",13S,338136,3827329,9/30/2010,201010,566.5,212,Poeciliidae,Gambusia,affinis,GAMAFF,36,Hybognathus Amarus Population Monitoring
RKD10-161,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,151.5,"Rio Grande, ca. 1.0 miles upstream of NM State HWY 309/6 bridge crossing, Belen.",13S,339972,3837061,9/30/2010,201010,649.6,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,265,Hybognathus Amarus Population Monitoring
RKD10-161,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,151.5,"Rio Grande, ca. 1.0 miles upstream of NM State HWY 309/6 bridge crossing, Belen.",13S,339972,3837061,9/30/2010,201010,649.6,76,Cyprinidae,Cyprinus,carpio,CYPCAR,1,Hybognathus Amarus Population Monitoring
RKD10-161,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,151.5,"Rio Grande, ca. 1.0 miles upstream of NM State HWY 309/6 bridge crossing, Belen.",13S,339972,3837061,9/30/2010,201010,649.6,76,Cyprinidae,Hybognathus,amarus,HYBAMA,4,Hybognathus Amarus Population Monitoring
RKD10-161,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,151.5,"Rio Grande, ca. 1.0 miles upstream of NM State HWY 309/6 bridge crossing, Belen.",13S,339972,3837061,9/30/2010,201010,649.6,76,Cyprinidae,Pimephales,promelas,PIMPRO,5,Hybognathus Amarus Population Monitoring
RKD10-161,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,151.5,"Rio Grande, ca. 1.0 miles upstream of NM State HWY 309/6 bridge crossing, Belen.",13S,339972,3837061,9/30/2010,201010,649.6,81,Catostomidae,Carpiodes,carpio,CARCAR,5,Hybognathus Amarus Population Monitoring
RKD10-161,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,151.5,"Rio Grande, ca. 1.0 miles upstream of NM State HWY 309/6 bridge crossing, Belen.",13S,339972,3837061,9/30/2010,201010,649.6,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,38,Hybognathus Amarus Population Monitoring
RKD10-161,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,151.5,"Rio Grande, ca. 1.0 miles upstream of NM State HWY 309/6 bridge crossing, Belen.",13S,339972,3837061,9/30/2010,201010,649.6,212,Poeciliidae,Gambusia,affinis,GAMAFF,52,Hybognathus Amarus Population Monitoring
RKD10-162,RIO GRANDE,NEW MEXICO,VALENCIA,Los Lunas,Isleta,161.4,"Rio Grande, at Los Lunas Bridge crossing (NM State HWY 49), Los Lunas.",13S,342898,3852531,9/30/2010,201010,729.7,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,509,Hybognathus Amarus Population Monitoring
RKD10-162,RIO GRANDE,NEW MEXICO,VALENCIA,Los Lunas,Isleta,161.4,"Rio Grande, at Los Lunas Bridge crossing (NM State HWY 49), Los Lunas.",13S,342898,3852531,9/30/2010,201010,729.7,76,Cyprinidae,Hybognathus,amarus,HYBAMA,8,Hybognathus Amarus Population Monitoring
RKD10-162,RIO GRANDE,NEW MEXICO,VALENCIA,Los Lunas,Isleta,161.4,"Rio Grande, at Los Lunas Bridge crossing (NM State HWY 49), Los Lunas.",13S,342898,3852531,9/30/2010,201010,729.7,76,Cyprinidae,Platygobio,gracilis,PLAGRA,1,Hybognathus Amarus Population Monitoring
RKD10-162,RIO GRANDE,NEW MEXICO,VALENCIA,Los Lunas,Isleta,161.4,"Rio Grande, at Los Lunas Bridge crossing (NM State HWY 49), Los Lunas.",13S,342898,3852531,9/30/2010,201010,729.7,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,22,Hybognathus Amarus Population Monitoring
RKD10-162,RIO GRANDE,NEW MEXICO,VALENCIA,Los Lunas,Isleta,161.4,"Rio Grande, at Los Lunas Bridge crossing (NM State HWY 49), Los Lunas.",13S,342898,3852531,9/30/2010,201010,729.7,212,Poeciliidae,Gambusia,affinis,GAMAFF,2,Hybognathus Amarus Population Monitoring
RKD10-163,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.3,"Rio Grande, at Rio Bravo Blvd. Bridge crossing  (NM State HWY 500) crossing, Albuquerque.",13S,347554,3877163,10/1/2010,201010,755.2,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,49,Hybognathus Amarus Population Monitoring
RKD10-163,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.3,"Rio Grande, at Rio Bravo Blvd. Bridge crossing  (NM State HWY 500) crossing, Albuquerque.",13S,347554,3877163,10/1/2010,201010,755.2,76,Cyprinidae,Cyprinus,carpio,CYPCAR,1,Hybognathus Amarus Population Monitoring
RKD10-163,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.3,"Rio Grande, at Rio Bravo Blvd. Bridge crossing  (NM State HWY 500) crossing, Albuquerque.",13S,347554,3877163,10/1/2010,201010,755.2,76,Cyprinidae,Hybognathus,amarus,HYBAMA,3,Hybognathus Amarus Population Monitoring
RKD10-163,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.3,"Rio Grande, at Rio Bravo Blvd. Bridge crossing  (NM State HWY 500) crossing, Albuquerque.",13S,347554,3877163,10/1/2010,201010,755.2,76,Cyprinidae,Pimephales,promelas,PIMPRO,2,Hybognathus Amarus Population Monitoring
RKD10-163,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.3,"Rio Grande, at Rio Bravo Blvd. Bridge crossing  (NM State HWY 500) crossing, Albuquerque.",13S,347554,3877163,10/1/2010,201010,755.2,76,Cyprinidae,Platygobio,gracilis,PLAGRA,11,Hybognathus Amarus Population Monitoring
