"Time","Coef","Coef_SD","UpperCI","LowerCI"
90.5,0.000652740368876271,0.00160562793944717,0.0038639962477706,-0.00255851551001806
91,0.000663881817680194,0.00158781648572857,0.00383951478913733,-0.00251175115377694
95,0.000686164715295378,0.00155227043904944,0.00379070559339426,-0.0024183761628035
99,0.000719589061611199,0.00149920662676866,0.00371800231514853,-0.00227882419192613
103,0.000753013407389241,0.00144642609866342,0.00364586560471608,-0.0021398387899376
107,0.000786437751876439,0.00139396099623073,0.00357435974433789,-0.00200148424058502
111,0.000819862094000274,0.00134184825396343,0.00350355860192713,-0.00186383441392659
115,0.000853286432342081,0.00129013050375981,0.00343354743986169,-0.00172697457517753
119,0.000886710765274002,0.00123885712778344,0.00336442502084088,-0.00159100349029288
123,0.000920135090983642,0.00118808555752636,0.00329630620603636,-0.00145603602406907
127,0.000953559407311528,0.00113788284055058,0.00322932508841268,-0.00132220627378963
131,0.000986983711752439,0.00108832755075129,0.00316363881325502,-0.00118967138975014
135,0.00102040800153523,0.00103951210489107,0.00309943221131737,-0.00105861620824691
139,0.00105383227377753,0.000991545568530216,0.00303692341083796,-0.000929258863282902
143,0.00108725652523615,0.000944557032439835,0.00297637059011582,-0.000801857539643521
147,0.00112068075232377,0.000898699635629924,0.00291808002358362,-0.000676718518936079
151,0.00115410495223603,0.000854155280623098,0.00286241551348223,-0.000554205609010165
155,0.00118752912264376,0.000811140016790332,0.00280980915622442,-0.000434750910936908
159,0.00122095326188031,0.000769909928948947,0.00276077311977821,-0.000318866596017581
163,0.00125437737014247,0.000730767120707777,0.00271591161155802,-0.000207156871273088
167,0.0012878014496161,0.000694064975827899,0.0026759314012719,-0.000100328502039693
171,0.00132122550467845,0.000660211277538767,0.00264164805975599,8.02949600918132e-07
175,0.00135464954037504,0.000629666977493928,0.0026139834953629,9.53155853871865e-05
179,0.00138807355920921,0.000602937599540292,0.0025939487582898,0.00018219836012863
183,0.0014214975605097,0.000580553870842804,0.0025826053021953,0.000260389818824088
187,0.00145492154020211,0.000563038976706265,0.00258099949361464,0.000328843586789575
191,0.00148834549110571,0.000550862732953688,0.00259007095701309,0.000386620025198338
195,0.00152176940309435,0.000544388163807314,0.00261054573070898,0.000432993075479725
199,0.00155519326664437,0.00054382186335637,0.00264283699335711,0.000467549539931627
203,0.00158861707743213,0.00054918237544086,0.00268698182831385,0.000490252326550411
207,0.00162204083548434,0.000560297236898776,0.00274263530928189,0.000501446361686783
211,0.00165546454391841,0.000576829725435082,0.00280912399478858,0.000501805093048246
215,0.00168888820718415,0.000598326161820615,0.00288554053082538,0.000492235883542918
219,0.00172231183022477,0.000624269641424331,0.00297085111307343,0.000473772547376105
223,0.00175573541792471,0.000654127919939928,0.00306399125780456,0.000447479578044851
227,0.0017891589735642,0.000687388800756058,0.00316393657507631,0.000414381372052079
231,0.00182258249890515,0.000723581903866985,0.00326974630663912,0.000375418691171184
235,0.00185600599460077,0.00076228905285898,0.00338058410031873,0.00033142788888281
239,0.00188942946065788,0.000803146653059575,0.00349572276677703,0.000283136154538729
243,0.00192285289772601,0.000845843204907626,0.00361453930754126,0.000231166487910754
247,0.00195627630857441,0.000890114318042128,0.00373650494465867,0.000176047672490159
251,0.0019896996960134,0.000935736787608703,0.0038611732712308,0.00011822612079599
255,0.00202312306164327,0.000982522645489948,0.00398816835262317,5.80777706633774e-05
259,0.0020565464038191,0.0010303136629362,0.00411717372969149,-4.08092205330052e-06
263,0.00208996971876952,0.00107897650282742,0.00424792272442435,-6.79832868853139e-05
267,0.00212339300534308,0.00112839856731908,0.00438019013998124,-0.000133404129295081
271,0.00215681626591165,0.00117848450326425,0.00451378527244016,-0.000200152740616852
275,0.00219023950654138,0.00122915329465849,0.00464854609585835,-0.000268067082775595
279,0.00222366273346608,0.00128033585823804,0.00478433444994216,-0.000337008983009997
283,0.00225708595215978,0.00133197306354732,0.00492103207925442,-0.000406860174934866
287,0.00229050916779985,0.0013840141021868,0.00505853737217344,-0.000477519036573745
291,0.00232393238377686,0.00143641514879986,0.00519676268137659,-0.000548897913822868
295,0.00235735560122192,0.00148913825198064,0.00533563210518319,-0.000620920902739346
299,0.00239356408816416,0.00154656811056937,0.0054867003093029,-0.000699572132974575
303,0.00241863150259972,0.00158654686331787,0.00559172522923545,-0.000754462224036009
304.5,0.0024325578439349,0.00160881686979994,0.00565019158353478,-0.000785075895664979
